Text,Token,Dominant_Topic,Contribution%,Topic_Name
chatgpt please produce tldr tweet two idiot girl smirk deface poster kidnap woman child make sure use big word also say tldr mean really schmaltz ahh perfect thank chatbot youve serve well,"['chatgpt', 'please', 'produce', 'tldr', 'tweet', 'two', 'idiot', 'girl', 'smirk', 'deface', 'poster', 'kidnap', 'woman', 'child', 'make', 'sure', 'use', 'big', 'word', 'also', 'say', 'tldr', 'mean', 'really', 'schmaltz', 'ahh', 'perfect', 'thank', 'chatbot', 'youve', 'serve', 'well']",1,92.75,T1 Information Technology
10 chatgpt prompt write effective personalize email chatgpt chatgptprompts promptshare prompt gpt4 personalize emailmarketing personalizedemails aiassistant,"['chatgpt', 'prompt', 'write', 'effective', 'personalize', 'email', 'chatgpt', 'chatgptprompts', 'promptshare', 'prompt', 'gpt', 'personalize', 'emailmarketing', 'aiassistant']",3,54.85,T3 Experiment AI
find chatgpt note study note academic offence change everything,"['find', 'chatgpt', 'note', 'study', 'note', 'academic', 'offence', 'change', 'everything']",1,74.03,T1 Information Technology
im asshole although chatgpt say scientific evidence support claim,"['im', 'asshole', 'although', 'chatgpt', 'say', 'scientific', 'evidence', 'support', 'claim']",2,61.59,T2 Education and Foundations
imagine effortlessly train chatgpt craft content thats uniquely ultimate brand ai prompt workshop develop brand voice articulate brand messaging guideline,"['imagine', 'effortlessly', 'train', 'chatgpt', 'craft', 'content', 'thats', 'uniquely', 'ultimate', 'brand', 'ai', 'prompt', 'workshop', 'develop', 'brand', 'voice', 'articulate', 'brand', 'messaging', 'guideline']",3,88.84,T3 Experiment AI
logistics excellence bring sopbox elevate logistics game sopboxs intuitive sop access know sopbox visit signup free demo sopbox logistics entreprenuer chatgpt gpt4 ai,"['logistics', 'excellence', 'bring', 'sopbox', 'elevate', 'logistics', 'game', 'sopboxs', 'intuitive', 'sop', 'access', 'know', 'sopbox', 'visit', 'signup', 'free', 'demo', 'sopbox', 'logistics', 'entreprenuer', 'chatgpt', 'gpt', 'ai']",4,84.27,T4 Random Ask and Conversations
cyberpunkstyle blue apple stand white background image 3 𝙁𝙤𝙡𝙡𝙤𝙬 𝙛𝙤𝙧 𝙈𝙤𝙧𝙚 artificialintelligence ai nft nftart machinelearning chatgpt art tech deeplearning technology digitalart,"['cyberpunkstyle', 'blue', 'apple', 'stand', 'white', 'background', 'image', '𝙁𝙤𝙡𝙡𝙤𝙬', '𝙛𝙤𝙧', '𝙈𝙤𝙧𝙚', 'ai', 'nft', 'nftart', 'machinelearning', 'chatgpt', 'art', 'tech', 'deeplearning', 'technology', 'digitalart']",3,87.23,T3 Experiment AI
find profitable topic talk social medium use chatgpt gpt4 gpt4v contentcreator contentcreation socialmedia,"['find', 'profitable', 'topic', 'talk', 'social', 'medium', 'use', 'chatgpt', 'gpt', 'gpt', 'contentcreator', 'contentcreation', 'socialmedia']",1,49.65,T1 Information Technology
test diversity midjourney v firefly happen run vague prompt model multiple time use chatgpt rate variety scenes element color composition generate image prompt test bird nature result,"['test', 'diversity', 'midjourney', 'firefly', 'happen', 'run', 'vague', 'prompt', 'model', 'multiple', 'time', 'use', 'chatgpt', 'rate', 'variety', 'scenes', 'element', 'color', 'composition', 'generate', 'image', 'prompt', 'test', 'bird', 'nature', 'result']",3,85.21,T3 Experiment AI
dalle 3 good use case use mj im already pay chatgpt basically free job well way save money,"['dalle', 'good', 'use', 'case', 'use', 'mj', 'im', 'already', 'pay', 'chatgpt', 'basically', 'free', 'job', 'well', 'way', 'save', 'money']",3,64.29,T3 Experiment AI
chatgpt please summarize lucas gage late commentary,"['chatgpt', 'please', 'summarize', 'lucas', 'gage', 'late', 'commentary']",3,61.68,T3 Experiment AI
today tell chatgpt actually release data gathering exercise rlhf,"['today', 'tell', 'chatgpt', 'actually', 'release', 'data', 'gathering', 'exercise', 'rlhf']",3,83.23,T3 Experiment AI
uk security chief warns increase terrorism threat iran urge protection chinese hacker heighten vigilance security measure crucial uksecurity cybersecurity,"['uk', 'security', 'chief', 'warns', 'increase', 'terrorism', 'threat', 'iran', 'urge', 'protection', 'chinese', 'hacker', 'heighten', 'vigilance', 'security', 'measure', 'crucial', 'uksecurity', 'cybersecurity']",1,25.0,T1 Information Technology
mem chatgpt prompt marketing,"['mem', 'chatgpt', 'prompt', 'marketing']",3,61.6,T3 Experiment AI
happen quixote way barcelona chatgpt账号 飞机号 推特账号 ins账号 google账号 71991,"['happen', 'quixote', 'way', 'barcelona', 'chatgpt账号_飞机号_推特账号', 'ins账号', 'google账号']",2,79.49,T2 Education and Foundations
crazy chatgpt able output code picture think end nocode tool,"['crazy', 'chatgpt', 'able', 'output', 'code', 'picture', 'think', 'end', 'nocode', 'tool']",4,80.25,T4 Random Ask and Conversations
ask chatgpt pretend tell pickup line wayyyy accurate,"['ask', 'chatgpt', 'pretend', 'tell', 'pickup', 'line', 'wayyyy', 'accurate']",1,73.7,T1 Information Technology
z9vp1 ready attach front meeting work seat chatgpt账号 小火箭 推特账号 小火箭加速器 小火箭节点 748622,"['vp', 'ready', 'attach', 'front', 'meeting', 'work', 'seat', 'chatgpt账号_小火箭_推特账号', '小火箭加速器', '小火箭节点']",3,80.39,T3 Experiment AI
sale discovery call exactly like chatgpt quality response dramatically impact specific phrasing word,"['sale', 'discovery', 'call', 'exactly', 'like', 'chatgpt', 'quality', 'response', 'dramatically', 'impact', 'specific', 'phrasing', 'word']",2,86.88,T2 Education and Foundations
thank god chatgpt vision,"['thank', 'god', 'chatgpt', 'vision']",1,25.0,T1 Information Technology
chatgpt answer question doesnt necessarily mean rely answer,"['chatgpt', 'answer', 'question', 'doesnt', 'necessarily', 'mean', 'rely', 'answer']",4,86.98,T4 Random Ask and Conversations
pega chatgpt,"['pega', 'chatgpt']",1,25.0,T1 Information Technology
interest bot use something like chatgpt write reply site go unusable soon,"['interest', 'bot', 'use', 'something', 'like', 'chatgpt', 'write', 'reply', 'site', 'go', 'unusable', 'soon']",4,88.21,T4 Random Ask and Conversations
chatgpt great way add bug code,"['chatgpt', 'great', 'way', 'add', 'bug', 'code']",4,79.86,T4 Random Ask and Conversations
guy want go rabbit hole use chatgpt compare likelihood die muslim extremism v city strict gun law spoiler gun free zone much dangerous hamas isi google spend prevent,"['guy', 'want', 'go', 'rabbit', 'hole', 'use', 'chatgpt', 'compare', 'likelihood', 'die', 'muslim', 'extremism', 'city', 'strict', 'gun', 'law', 'spoiler', 'gun', 'free', 'zone', 'much', 'dangerous', 'hamas', 'isi', 'google', 'spend', 'prevent']",3,72.57,T3 Experiment AI
plug chatgpt get youre welcome lol,"['plug', 'chatgpt', 'get', 'youre', 'welcome', 'lol']",1,80.45,T1 Information Technology
make stuff scammer run scamtoshi get u buy didnt build anything easy use service bot power chatgpt fool u scam,"['make', 'stuff', 'scammer', 'run', 'scamtoshi', 'get', 'buy', 'didnt', 'build', 'anything', 'easy', 'use', 'service', 'bot', 'power', 'chatgpt', 'fool', 'scam']",1,91.84,T1 Information Technology
22855 calm time come gv语音 chatgpt账号 chatgpt账号 飞机号 推特账号 推特号 推特权重号,"['calm', 'time', 'come', 'gv语音', 'chatgpt账号', 'chatgpt账号_飞机号_推特账号', '推特号', '推特权重号']",1,80.44,T1 Information Technology
let go forth vet prime blur chatgpt ogv psyop sxp airdrop implode web3 psyop fxs amp vet,"['let', 'go', 'forth', 'vet', 'prime', 'blur', 'chatgpt', 'ogv', 'psyop', 'sxp', 'airdrop', 'implode', 'web', 'psyop', 'fxs', 'amp', 'vet']",4,74.42,T4 Random Ask and Conversations
chatgpt best adviser,"['chatgpt', 'best', 'adviser']",1,60.9,T1 Information Technology
would difference orthodox idea theosis hermetic idea gnosis chatgpt orthodox christian idea theosis hermetic idea gnosis deal spiritual transformation union divine distinct,"['would', 'difference', 'orthodox', 'idea', 'theosis', 'hermetic', 'idea', 'gnosis', 'chatgpt', 'orthodox', 'christian', 'idea', 'theosis', 'hermetic', 'idea', 'gnosis', 'deal', 'spiritual', 'transformation', 'union', 'divine', 'distinct']",1,62.02,T1 Information Technology
honorable course stake everything formidable gamble word powerful munition,"['honorable', 'course', 'stake', 'everything', 'formidable', 'gamble', 'word', 'powerful', 'munition']",1,74.4,T1 Information Technology
mem chatgpt landingpage,"['mem', 'chatgpt', 'landingpage']",1,25.0,T1 Information Technology
new duo hoping best,"['new', 'duo', 'hoping', 'best']",3,73.18,T3 Experiment AI
realistic woman snake hair resemble greek medusa 34 view image 𝙁𝙤𝙡𝙡𝙤𝙬 𝙛𝙤𝙧 𝙈𝙤𝙧𝙚 artificialintelligence ai nft nftart machinelearning chatgpt art tech deeplearning technology digitalart,"['realistic', 'woman', 'snake', 'hair', 'resemble', 'greek', 'medusa', 'view', 'image', '𝙁𝙤𝙡𝙡𝙤𝙬', '𝙛𝙤𝙧', '𝙈𝙤𝙧𝙚', 'ai', 'nft', 'nftart', 'machinelearning', 'chatgpt', 'art', 'tech', 'deeplearning', 'technology', 'digitalart']",3,87.23,T3 Experiment AI
90 chatgpt question could answer good search engine much faster ai seem like duct tape break search today,"['chatgpt', 'question', 'could', 'answer', 'good', 'search', 'engine', 'much', 'faster', 'ai', 'seem', 'like', 'duct', 'tape', 'break', 'search', 'today']",4,80.64,T4 Random Ask and Conversations
ill say straight point agree call shadow cat need step milkshake need take come back sober cogent post chatgpt required part make weird chatgpt post respond,"['ill', 'say', 'straight', 'point', 'agree', 'call', 'shadow', 'cat', 'need', 'step', 'milkshake', 'need', 'take', 'come', 'back', 'sober', 'cogent', 'post', 'chatgpt', 'required', 'part', 'make', 'weird', 'chatgpt', 'post', 'respond']",1,93.44,T1 Information Technology
g7 kid cant spell cant maths correction school dont spell test anymore teacher dont help student correction teacher say use chatgpt help correct maths bet know sogi,"['kid', 'cant', 'spell', 'cant', 'maths', 'correction', 'school', 'dont', 'spell', 'test', 'anymore', 'teacher', 'dont', 'help', 'student', 'correction', 'teacher', 'say', 'use', 'chatgpt', 'help', 'correct', 'maths', 'bet', 'know', 'sogi']",2,65.78,T2 Education and Foundations
aipowered future rapidly approachingleaders champion transformation nurturing culture adaptation continuous learning paul leonardi refine fernando chatgpt,"['aipowered', 'future', 'rapidly', 'champion', 'transformation', 'nurturing', 'culture', 'adaptation', 'continuous', 'learning', 'paul', 'leonardi', 'refine', 'fernando', 'chatgpt']",4,60.87,T4 Random Ask and Conversations
microsoft unveils uaedeveloped chatgptlike ai assistant,"['microsoft', 'unveils', 'uaedeveloped', 'chatgptlike', 'ai', 'assistant']",4,62.06,T4 Random Ask and Conversations
look like staff know use chatgpt,"['look', 'like', 'staff', 'know', 'use', 'chatgpt']",1,84.01,T1 Information Technology
chatgpt dalle 3 joke,"['chatgpt', 'dalle', 'joke']",3,61.72,T3 Experiment AI
ai aiart art aiartcommunity nftart nftartist prompt promptshare promptgenerator chatgpt artificialintelligence dalle3 dont really need dalle3 interprets nlp user input request input default rewrite 4 distinct unique,"['ai', 'aiart', 'art', 'aiartcommunity', 'nftart', 'nftartist', 'prompt', 'promptshare', 'promptgenerator', 'chatgpt', 'dalle', 'dont', 'really', 'need', 'dalle', 'interprets', 'nlp', 'user', 'input', 'request', 'input', 'default', 'rewrite', 'distinct', 'unique']",3,91.14,T3 Experiment AI
chatgpt really well response stackoverflow,"['chatgpt', 'really', 'well', 'response', 'stackoverflow']",4,79.5,T4 Random Ask and Conversations
dalle 3 via chatgpt 4,"['dalle', 'via', 'chatgpt']",2,73.71,T2 Education and Foundations
im interested tech giant allow creator build llms create product reason chatgpt valuable entire company build top,"['im', 'interested', 'tech', 'giant', 'allow', 'creator', 'build', 'llms', 'create', 'product', 'reason', 'chatgpt', 'valuable', 'entire', 'company', 'build', 'top']",2,87.2,T2 Education and Foundations
xgqzd3o guy ancient marry chemical confusion chatgpt账号 小火箭 推特账号 韩国id tiktok账号 199310,"['xgqzd', 'guy', 'ancient', 'marry', 'chemical', 'confusion', 'chatgpt账号_小火箭_推特账号', '韩国id', 'tiktok账号']",3,61.38,T3 Experiment AI
check chatgpt plugins,"['check', 'chatgpt', 'plugins']",1,61.77,T1 Information Technology
indie dev problem chatgpt even google solve real time solve day big tech problem multi day slack thread several video call still solve month later reorg remove people know problem,"['indie', 'dev', 'problem', 'chatgpt', 'even', 'google', 'solve', 'real', 'time', 'solve', 'day', 'big', 'tech', 'problem', 'multi', 'day', 'slack', 'thread', 'several', 'video', 'call', 'still', 'solve', 'month', 'later', 'reorg', 'remove', 'people', 'know', 'problem']",1,55.4,T1 Information Technology
goodbye amplify hello chatgpt,"['goodbye', 'amplify', 'hello', 'chatgpt']",1,25.0,T1 Information Technology
dont give chatgpt,"['dont', 'give', 'chatgpt']",4,73.14,T4 Random Ask and Conversations
ask chatgpt well,"['ask', 'chatgpt', 'well']",4,74.14,T4 Random Ask and Conversations
chatgpt one respect space,"['chatgpt', 'one', 'respect', 'space']",4,62.21,T4 Random Ask and Conversations
chatgpt copy paste,"['chatgpt', 'copy', 'paste']",2,60.48,T2 Education and Foundations
whoever write marlas close statement need tell there new version chatgpt,"['whoever', 'write', 'marlas', 'close', 'statement', 'need', 'tell', 'new', 'version', 'chatgpt']",1,50.8,T1 Information Technology
omg chatgpt verge greatness forget competent content appropriate word choice good rhythm tug effectively emotion,"['omg', 'chatgpt', 'verge', 'greatness', 'forget', 'competent', 'content', 'appropriate', 'word', 'choice', 'good', 'rhythm', 'tug', 'effectively', 'emotion']",2,79.81,T2 Education and Foundations
99647 mountain beneath cover lemon orange olive branch chatgpt账号 飞机号 推特账号 推特号 linkedin账号,"['mountain', 'beneath', 'cover', 'lemon', 'orange', 'olive', 'branch', 'chatgpt账号_飞机号_推特账号', '推特号', 'linkedin账号']",1,62.23,T1 Information Technology
horrify news dont wont use chatgpt value think community act avoid collapse least valuable,"['horrify', 'news', 'dont', 'wont', 'use', 'chatgpt', 'value', 'think', 'community', 'act', 'avoid', 'collapse', 'least', 'valuable']",1,80.01,T1 Information Technology
theyll release chatgpt finish create,"['theyll', 'release', 'chatgpt', 'finish', 'create']",2,61.23,T2 Education and Foundations
e main apart craze little thoughtful culture gentleman w chatgpt账号 飞机号 推特账号 facebook账号 推特刷粉 10835,"['main', 'apart', 'craze', 'little', 'thoughtful', 'culture', 'gentleman', 'chatgpt账号_飞机号_推特账号', 'facebook账号', '推特刷粉']",1,74.59,T1 Information Technology
look pd school plc contact schedule session ai edtech sel stem stem chatgpt amp via,"['look', 'pd', 'school', 'plc', 'contact', 'schedule', 'session', 'ai', 'edtech', 'sel', 'stem', 'stem', 'chatgpt', 'amp', 'via']",2,84.44,T2 Education and Foundations
prompt,['prompt'],3,61.58,T3 Experiment AI
liberal democrat chatgpt account right nitro nascar fan super liberal limited vocabulary hard as,"['liberal', 'democrat', 'chatgpt', 'account', 'right', 'nitro', 'nascar', 'fan', 'super', 'liberal', 'limited', 'vocabulary', 'hard']",4,69.73,T4 Random Ask and Conversations
he talk get noncombatant active war zone litterally opposite ethnic cleanse save innocent life rather let die,"['talk', 'get', 'noncombatant', 'active', 'war', 'zone', 'litterally', 'opposite', 'ethnic', 'cleanse', 'save', 'innocent', 'life', 'rather', 'let', 'die']",4,68.56,T4 Random Ask and Conversations
