VADER_Sentiment,tweet_lemmatized,clean_text
Neutral,"['chatgpt', 'ai', 'google', 'concern', 'nngoogles', 'management', 'reportedly', 'issue', 'code', 'red', 'amid', 'rise', 'popularity', 'chatgpt', 'ai']",chatgpt ai google concern nngoogles management reportedly issue code red amid rise popularity chatgpt ai
Neutral,"['chatgpt', 'chatsonicnnwhich', 'one', 'get', 'interest']",chatgpt chatsonicnnwhich one get interest
Neutral,"['chatgpt', 'openais', 'chatbot', 'challenger', 'google', 'search', 'engine', 'write', 'essay', 'answer', 'question', 'potential', 'take', 'job', 'nnshare', 'thought', 'comment']",chatgpt openais chatbot challenger google search engine write essay answer question potential take job nnshare thought comment
Neutral,"['chatgpts', 'ability', 'analyze', 'code', 'shockingly', 'good', 'manage', 'confuse']",chatgpts ability analyze code shockingly good manage confuse
Neutral,"['make', 'chatgpt', 'understand', 'want', 'see', 'magic']",make chatgpt understand want see magic
Neutral,"['build', 'api', 'doc', 'understood', 'chatgpt', 'nn', 'ask', 'create', 'typeform', 'use', 'api']",build api doc understood chatgpt nn ask create typeform use api
Neutral,"['wild', 'actually', 'useful', 'chatgpt']",wild actually useful chatgpt
Neutral,"['chatgpt', 'sustainable', 'thanks', 'make', 'ai', 'reasonable']",chatgpt sustainable thanks make ai reasonable
Neutral,"['chatgpt', 'say', 'lgtm', 'approves', 'pr', 'unpause', 'youtube', 'video']",chatgpt say lgtm approves pr unpause youtube video
Neutral,"['start', 'ignore', 'google', 'chatgpt', 'launch', 'lol']",start ignore google chatgpt launch lol
Neutral,"['play', 'chatgpt', 'time', 'let', 'model', 'structure', 'swift', 'swiftui']",play chatgpt time let model structure swift swiftui
Neutral,"['new', 'chatbots', 'could', 'change', 'world', 'trust', 'themnsiri', 'google', 'search', 'online', 'marketing', 'child', 'homework', 'never', 'there', 'nmisinformation', 'problemnn', 'via']",new chatbots could change world trust themnsiri google search online marketing child homework never there nmisinformation problemnn via
Neutral,"['find', 'loophole', 'successfully', 'web', 'scrape', 'use', 'chatgpt', 'here', 'work']",find loophole successfully web scrape use chatgpt here work
Neutral,"['chatgpt', 'say', 'jetpackcompose', 'isnt', 'ready', 'yet', 'production']",chatgpt say jetpackcompose isnt ready yet production
Neutral,"['ask', 'open', 'ai', 'chatgpt', 'think', 'unique', 'architecture', 'quai', 'implement', 'solve', 'blockchain', 'trilemmannwhat', 'think', 'responsennquainetwork', 'openai', 'crypto', 'evm', 'layer1', 'blockchain', 'btc', 'eth', 'artbasel', 'ethdenver', 'wbsbangkok']",ask open ai chatgpt think unique architecture quai implement solve blockchain trilemmannwhat think responsennquainetwork openai crypto evm layer1 blockchain btc eth artbasel ethdenver wbsbangkok
Neutral,"['try', 'chatgpt', 'new', 'ai', 'language', 'model', 'generate', 'code', 'conversation', 'impressive', 'also', 'scary', 'humanity', 'capability', 'ai', 'advance', 'quickly', 'need', 'careful', 'youre', 'developer', 'try', 'chatgpt', 'chatgpt', 'ai', 'cod']",try chatgpt new ai language model generate code conversation impressive also scary humanity capability ai advance quickly need careful youre developer try chatgpt chatgpt ai cod
Neutral,"['play', 'chatgpt', 'find', 'ultimate', 'playground', 'use', 'answer', 'linkedin', 'bot', 'dm']",play chatgpt find ultimate playground use answer linkedin bot dm
Neutral,"['end', 'relationship', 'satan', 'good', 'caesar', 'salad', 'remain', 'mysterynn', 'nnchatgpt', 'post', 'caesar', 'satan', 'interview', 'blog', 'washington', 'post', 'nn']",end relationship satan good caesar salad remain mysterynn nnchatgpt post caesar satan interview blog washington post nn
Neutral,"['introduction', 'socalled', 'mastery', 'artifical', 'intelligence', 'chatgpt', 'nnvideos', 'youtube', 'youtuber', 'gpt3', 'gptchatgpt4', 'gpt', 'openai', 'artificalintelligence', 'n']",introduction socalled mastery artifical intelligence chatgpt nnvideos youtube youtuber gpt3 gptchatgpt4 gpt openai artificalintelligence n
Neutral,"['good', 'search', 'engine', 'make', 'stuff', 'chatgpt', 'really', 'code', 'red', 'google', 'search']",good search engine make stuff chatgpt really code red google search
Neutral,"['chatgpt', 'finally', 'ai', 'chatbot', 'worth', 'talk', 'artificialintelligence', 'businessanalytics', 'ba', 'datascience', 'machinelearning']",chatgpt finally ai chatbot worth talk artificialintelligence businessanalytics ba datascience machinelearning
Neutral,"['ai', 'breakthrough', 'chatgpt', 'alarm', 'student', 'cheating', 'college', 'urge', 'safeguard', 'use', 'artificialintelligence', 'emergence', 'sophisticate', 'chatbot', 'imitate', 'academic', 'work', 'lead', 'debate', 'well', 'way', 'evaluate', 'student']",ai breakthrough chatgpt alarm student cheating college urge safeguard use artificialintelligence emergence sophisticate chatbot imitate academic work lead debate well way evaluate student
Neutral,"['chatgpt', 'like', 'much', 'shalaye', 'simple', 'question', 'turn', 'answer', 'epistle']",chatgpt like much shalaye simple question turn answer epistle
Neutral,"['5', 'jawdropping', 'fact', 'hypercasual', 'game', 'per', 'chatgpt']",5 jawdropping fact hypercasual game per chatgpt
Neutral,"['ask', 'chatgpt', 'simple', 'question', 'try', 'wiggle', 'around', 'doesnt', 'fly', 'mister', 'know', 'well']",ask chatgpt simple question try wiggle around doesnt fly mister know well
Neutral,"['programmer', 'always', 'mix', 'halloween', 'christmasnnbecause', 'oct', '31', 'equal', 'dec', '25nn', 'chatgpt', 'joke']",programmer always mix halloween christmasnnbecause oct 31 equal dec 25nn chatgpt joke
Neutral,"['test', 'chatgpt', 'first', 'fee', 'program', 'competition', 'question', 'relatively', 'new', 'time', 'solve', 'say', 'long', 'contest', 'thats', 'big', 'big', 'deal']",test chatgpt first fee program competition question relatively new time solve say long contest thats big big deal
Neutral,"['actually', 'see', 'data', 'lot', 'usage', 'come', 'way', 'chatgpt', 'semiaccidentally', 'design', 'best', 'compute', 'substrate', 'agi']",actually see data lot usage come way chatgpt semiaccidentally design best compute substrate agi
Neutral,"['earth', 'chatgpt', 'output', 'allow', 'markdown', 'unhinge']",earth chatgpt output allow markdown unhinge
Neutral,"['remind', 'chatgpt', 'give', 'superpower', 'still', 'need', 'hard', 'work', 'thats', 'actually', 'good']",remind chatgpt give superpower still need hard work thats actually good
Neutral,"['chatgpt', 'current', 'state', 'like', 'consultant', 'expert']",chatgpt current state like consultant expert
Neutral,"['chatgpt', 'bot', 'amazingly', 'feel', 'like', 'read', 'article', 'answer', 'online', 'write', 'human']",chatgpt bot amazingly feel like read article answer online write human
Neutral,"['recommend', 'chatgpt']",recommend chatgpt
Neutral,"['chatgpt', 'prove', 'job', 'could', 'easily', 'automate']",chatgpt prove job could easily automate
Neutral,"['chatgpt', 'ok', 'ill', 'let', 'stuff']",chatgpt ok ill let stuff
Neutral,"['chatgpt', 'capable', 'solivng', 'trolley', 'dillema']",chatgpt capable solivng trolley dillema
Neutral,"['mfrs', 'hop', 'would', 'work', 'chatgpt', 'bitcoin']",mfrs hop would work chatgpt bitcoin
Neutral,"['ai', 'tool', 'like', 'chatgpt', 'trend', '2023n', 'humanizedai', 'dataquality', 'chatgpt', 'digital', 'edgeai', 'automation', 'dataanalytics', 'machinelearning', 'aml', 'australia', 'innovation', 'shavik', 'visit']",ai tool like chatgpt trend 2023n humanizedai dataquality chatgpt digital edgeai automation dataanalytics machinelearning aml australia innovation shavik visit
Neutral,"['chatgpt', 'might', 'useful', 'thing', 'since', 'google']",chatgpt might useful thing since google
Neutral,"['synthesias', 'avatar', 'freakishly', 'good', '13', 'min', 'vid', 'gesture', 'chatgpt', 'synthesias', 'avatar', 'new', 'microgestures', 'openais', 'chatgpt']",synthesias avatar freakishly good 13 min vid gesture chatgpt synthesias avatar new microgestures openais chatgpt
Neutral,"['chatgpt', 'say', 'dogecoin', 'doge', 'valuable', 'legitimate', 'asset']",chatgpt say dogecoin doge valuable legitimate asset
Neutral,"['chatgpt', 'go', 'save', 'world']",chatgpt go save world
Neutral,"['ok', 'who', 'pay', '8', 'chatgpt']",ok who pay 8 chatgpt
Neutral,"['chatgpt', 'access', 'private', 'github', 'repos', 'project', 'make', 'like', '4', 'year', 'ago', 'chatgpt', 'described', 'tee', 'chatgpt', 'gpt3', 'openai']",chatgpt access private github repos project make like 4 year ago chatgpt described tee chatgpt gpt3 openai
Neutral,"['openais', 'chatgpt', 'freak', 'amaze', 'ninteresting', 'time']",openais chatgpt freak amaze ninteresting time
Neutral,"['good', 'cant', 'believe', 'computergenerated', 'nchatgpt', 'openai', 'kubernetes']",good cant believe computergenerated nchatgpt openai kubernetes
Neutral,"['chatgpt', 'like']",chatgpt like
Neutral,"['one', 'chatgpt', 'usage', 'case', 'ask', 'article', 'idea', 'topicnnmade', 'day', 'much', 'easy', 'today']",one chatgpt usage case ask article idea topicnnmade day much easy today
Neutral,"['artificial', 'intelligence', 'explains', 'american', 'national', 'anthem', 'remake', 'dubstep', 'nnwhat', 'newspaper', 'send', 'wanna', 'submit', 'opinion', 'piecennartificalintelligence', 'chatgpt', 'edm', 'dubstep']",artificial intelligence explains american national anthem remake dubstep nnwhat newspaper send wanna submit opinion piecennartificalintelligence chatgpt edm dubstep
Neutral,"['new', 'favorite', 'hobby', 'request', 'chatgpt', 'respond', 'question', 'use', 'mannerisms', 'famous', 'people']",new favorite hobby request chatgpt respond question use mannerisms famous people
Neutral,"['sure', 'chatgpt', 'seem', 'give', 'direct', 'specific', 'inform', 'answer', 'whereas', 'google', 'mass', 'storage', 'database']",sure chatgpt seem give direct specific inform answer whereas google mass storage database
Neutral,"['soanyone', 'concern', 'fact', 'guy', 'start', 'openai', 'openly', 'concerned', 'powerful', 'openai', 'chatgpt', 'agi']",soanyone concern fact guy start openai openly concerned powerful openai chatgpt agi
Neutral,"['think', 'hit', 'ai', 'inflection', 'point', 'public', 'launch', 'openai', 'chatgpt', 'codex', 'agree']",think hit ai inflection point public launch openai chatgpt codex agree
Neutral,"['true', 'chatgpt', 'know']",true chatgpt know
Neutral,"['pretty', 'crazy', 'solution', 'develop', 'chatgpt', 'break', 'neck', 'speed']",pretty crazy solution develop chatgpt break neck speed
Neutral,"['chatter', 'say', 'something', 'like', 'chattered', 'intro', 'econ', '101', 'essay', 'mean', 'aiformerlyknownaschatgpt', 'write', 'intro', 'essay']",chatter say something like chattered intro econ 101 essay mean aiformerlyknownaschatgpt write intro essay
Neutral,"['bros', 'time', 'im', 'like', 'way', 'chatgpt', 'solve', 'problem', 'im', 'give', 'little', 'detail', 'go', 'fekking', 'anyway']",bros time im like way chatgpt solve problem im give little detail go fekking anyway
Neutral,"['ive', 'use', 'good', 'ai', 'bot', 'chatgpt', 'stun', 'academic', 'essaywriting', 'skill', 'usability']",ive use good ai bot chatgpt stun academic essaywriting skill usability
Neutral,"['get', 'question', 'need', 'answernnchatgpt', 'openais', 'late', 'trained', 'bot', 'generate', 'humanlike', 'response', 'attempt', 'solve', 'problem', 'answer', 'questionsnnmore', 'ai', 'newtech', 'n']",get question need answernnchatgpt openais late trained bot generate humanlike response attempt solve problem answer questionsnnmore ai newtech n
Neutral,"['whatsapp', 'telegram', 'message', 'apps', 'allow', 'user', 'send', 'message', 'photos', 'videos', 'filesnnopenai', 'chatgpt']",whatsapp telegram message apps allow user send message photos videos filesnnopenai chatgpt
Neutral,"['new', 'favorite', 'activity', 'see', 'people', 'use', 'chatgpt', 'first', 'time']",new favorite activity see people use chatgpt first time
Neutral,"['7', 'year', 'ago', 'iq', 'ai', 'one', '4', 'year', 'old', 'child', 'nntoday', 'iq', 'chatgpt', 'one', '15', 'year', 'old', 'kid', 'low', 'average', 'intelligent', 'adultnngive', 'year', 'nits', 'go', 'long', 'world', 'change', 'forever', 'nwe', 'early', 'internet', 'day']",7 year ago iq ai one 4 year old child nntoday iq chatgpt one 15 year old kid low average intelligent adultnngive year nits go long world change forever nwe early internet day
Neutral,"['chatgpt', 'write', 'speech', 'like', 'j', 'powell', 'concern', 'inflation', 'stun', 'response', 'saw', 'less', '10', 'second', 'openaichat', 'chatgpt']",chatgpt write speech like j powell concern inflation stun response saw less 10 second openaichat chatgpt
Neutral,"['mustlisten', 'know', 'already', 'retweeted', 'listen', 'soooo', 'many', 'good', 'nugget', 'let', 'freak', 'let', 'use', 'chatgpt', 'refocus', 'energy', 'teach', 'outdated', 'strategy', 'need', 'change', 'anyways', 'time']",mustlisten know already retweeted listen soooo many good nugget let freak let use chatgpt refocus energy teach outdated strategy need change anyways time
Neutral,"['steeampunk', 'style', 'world', 'enjoy', 'nmidjourneyv4', 'chatgpt', 'design', 'aiart']",steeampunk style world enjoy nmidjourneyv4 chatgpt design aiart
Neutral,"['there', 'weird', 'sense', 'satisfaction', 'ask', 'chatgpt', 'something', 'think']",there weird sense satisfaction ask chatgpt something think
Neutral,"['day', '7', '7', 'chatgpt', 'tweet', 'thank', 'later', 'game', 'fiendsnnplay', 'full', 'rpg', 'textbased', 'game', 'ask', 'chatgpt']",day 7 7 chatgpt tweet thank later game fiendsnnplay full rpg textbased game ask chatgpt
Neutral,"['start', 'mess', 'around', 'chatgpt', 'amp', 'amaze', 'explains', 'thing', 'way', 'understand', 'try', 'ai']",start mess around chatgpt amp amaze explains thing way understand try ai
Neutral,"['another', 'thread', 'someone', 'playing', 'chatgpt']",another thread someone playing chatgpt
Neutral,"['im', 'surprise', 'polite', 'im', 'chatgpt', 'prompt']",im surprise polite im chatgpt prompt
Neutral,"['chatgpt', 'quite', 'astonish', 'test', 'last', '3', 'day', 'still', 'find', 'border', 'limitation', 'usage', 'first', 'time', 'something', 'get', 'close', 'make', 'google', 'n', 'obsolete', 'example', 'like']",chatgpt quite astonish test last 3 day still find border limitation usage first time something get close make google n obsolete example like
Neutral,"['openais', 'chatgpt', 'write', 'high', 'school', 'english', 'essay', 'humanlike', 'fluency', 'accord', 'study', 'atlanticn', 'trend', 'futuretrends', 'forecast', 'foresight', 'forecast', 'strategicforesight', 'futurism', 'quantumrun']",openais chatgpt write high school english essay humanlike fluency accord study atlanticn trend futuretrends forecast foresight forecast strategicforesight futurism quantumrun
Neutral,"['chatgpt', 'heavily', 'weight', 'toward', 'favor', 'tyranny']",chatgpt heavily weight toward favor tyranny
Neutral,"['helpful', 'info', 'explain', 'ai', 'chatgpt']",helpful info explain ai chatgpt
Neutral,"['day', '39nearths', 'new', 'ai', 'chatgpt', 'wonderful', 'often', 'answer', 'exist', 'embodiment', 'buddhist', 'enlightenmentnby', 'point', 'nonexistence', 'concept', 'stupid', 'homo', 'sapiens', 'assume', 'exists', 'try', 'lead', 'mass', 'enlightenment14']",day 39nearths new ai chatgpt wonderful often answer exist embodiment buddhist enlightenmentnby point nonexistence concept stupid homo sapiens assume exists try lead mass enlightenment14
