Text,Dominant_Topic,Topic_Name,VADER_Polarity,VADER_Sentiment,ROBERTA_Polarity,ROBERTA_Sentiment
feature extensive discussion computer science professor jules white jesse spencersmith douglas c schmidts paper prompt pattern catalog enhance prompt engineering chatgpt read excellent article,2,T2 Education and Foundations,0.5719,Positive,0.7143,Positive
pretty sure heard someone refer chatgptbrained youtube video today,2,T2 Education and Foundations,0.6705,Positive,-0.045,Neutral
chatgpt use show grantapplication system broken fact artificial intelligence much work make mockery process time make easy scientist ask research funding,1,T1 Information Technology,0.1531,Neutral,-0.6521,Negative
definitely worth consider doge vechainhasnfts sys ox chatgpt ripple op binance rare gns sfund hiens4 alusd amp loyal,4,T4 Random Ask and Conversations,0.7717,Positive,0.6393,Positive
u stock slip chip shipment china halt rise treasury yield bank america report upbeat profit middle east tension add investor concern stockmarket bankofamerica,1,T1 Information Technology,0.34,Positive,-0.3023,Negative
chatgpt as comment,1,T1 Information Technology,0.0,Neutral,0.003,Neutral
chat chatgpt future ai lars lehne read iot bigdata machinelearning artificialintelligence cloud ml mi cc,3,T3 Experiment AI,0.0,Neutral,0.044,Neutral
top ten scary horror character accord chatgpt,1,T1 Information Technology,-0.7269,Negative,-0.1858,Neutral
want know secret weapon consistently create highquality seofriendly content discover use chatgpt revolutionize digital marketing strategy skyrocket online presence check,1,T1 Information Technology,0.0516,Neutral,0.4653,Positive
ask chatgpt get information say accurate apologize,1,T1 Information Technology,0.1027,Neutral,-0.4574,Negative
12 learn python j solidity natural many question find answer recommend follow utilize chatgpt google bard make use google youtube,2,T2 Education and Foundations,0.6124,Positive,0.4494,Positive
recently generative ai chatgpt gain spotlight around world actually know generative ai really safe use learn,3,T3 Experiment AI,0.7645,Positive,0.681,Positive
thing note 1 limited upper strength session due recent injury 2 edit interval session chatgpt tedious specific 3 aim 10k pb run first 10k hence run plan longer 10k,4,T4 Random Ask and Conversations,-0.128,Neutral,-0.179,Neutral
chatgpt infer personal detail anonymous text new research show popular llm able accurately guess user race occupation location feed seemingly trivial chat via,2,T2 Education and Foundations,0.4019,Positive,0.0768,Neutral
ai tool great build run plan strengthbuilding routine need know structure here use chatgpt build plan base race easy follow customize,1,T1 Information Technology,0.7906,Positive,0.6745,Positive
next 500 pm et monthly feature theincrementalist show episode amp discus diagnose ai get back doctor ai chatgpt healthnewsyoucanuse,4,T4 Random Ask and Conversations,0.0,Neutral,0.012,Neutral
always good stay inform aapl mim zealy safemoon higazers cosmosecosystem fund optimus loyal chz chatgpt matic qtum cfx sec,2,T2 Education and Foundations,0.7184,Positive,0.6652,Positive
isnt macrostructure smooth endoplasmic reticulum iris could chatgpt lie,4,T4 Random Ask and Conversations,0.0,Neutral,-0.3443,Negative
anyone translate please google chatgpt combine iq 6000 cant,2,T2 Education and Foundations,0.3182,Positive,-0.3176,Negative
chatgpt get stupid everyday cant perform simple addition 150 data point always like,3,T3 Experiment AI,-0.2263,Neutral,-0.732,Negative
22 ai chatgpt others like gear towards quantify data mining monetize make buck learn u make life easy thats sell little day day little stuff money improve,3,T3 Experiment AI,0.7927,Positive,0.3194,Positive
chatgpt manowar manowar,1,T1 Information Technology,0.0,Neutral,0.008,Neutral
chatgpt use show grantapplication system broken ai,3,T3 Experiment AI,-0.4767,Negative,-0.6756,Negative
cat bag pandora box wide open chatgpts rapid rise boost efficiency risk erode critical thinking information reliability feel demand urgent adaptation across system sensible way terrible consequence follow,2,T2 Education and Foundations,-0.25,Negative,-0.6756,Negative
ondemand webinar expert panel vistage speaker break impact emerge technology business leverage good result ceo smallbusiness ai chatgpt,1,T1 Information Technology,0.4404,Positive,0.2552,Positive
chatgpt rescue actually summarize quite well,4,T4 Random Ask and Conversations,0.6901,Positive,0.6794,Positive
dont think would first chat im dont get historic fact data chatgpt hallucinate tendency emerge chat could soon lose track whats real bad information reinforce digiblogchat,4,T4 Random Ask and Conversations,-0.7351,Negative,-0.6745,Negative
even chatgpt,3,T3 Experiment AI,0.0,Neutral,0.016,Neutral
z4zjk trade procedure confidence share heaven method relatively chatgpt账号 小火箭 推特账号 推特老号 google账号 83126,3,T3 Experiment AI,0.8316,Positive,0.051,Neutral
whole problem literally cant use chatgpt hard explain im cry rn,1,T1 Information Technology,-0.6709,Negative,-0.7338,Negative
publish new post craft unique tshirt text design chatgpt prompt,3,T3 Experiment AI,0.0,Neutral,0.05,Neutral
also train fight chatgpt,3,T3 Experiment AI,-0.3818,Negative,-0.036,Neutral
literally google ai chatgpt sit answer,2,T2 Education and Foundations,0.0,Neutral,-0.0639,Neutral
vinagre chatgpt,1,T1 Information Technology,0.0,Neutral,0.023,Neutral
chatgpt transform postdoc experience artificialinteligence,4,T4 Random Ask and Conversations,0.0,Neutral,0.0868,Neutral
response like chatgpt type stuff even write response use ai everything write thats even pathetic nonsense,3,T3 Experiment AI,-0.5994,Negative,-0.7054,Negative
chatgpt transform postdoc experience around one three respondent natures global postdoc survey use ai chatbots help refine text generate edit code wrangle literature field,4,T4 Random Ask and Conversations,0.4019,Positive,0.0967,Neutral
til jonathan swift describe engine book gulliver travel 1726 300 year later chatgpt great intro ai course,1,T1 Information Technology,0.7096,Positive,0.4723,Positive
stack overflow hurt chatgpts rise lay 28 staff linkedin lay 668 employee leak microsoft pay guideline reveal salary range level bandcamp gutted 50 layoff amid sale songtradr,4,T4 Random Ask and Conversations,-0.7351,Negative,-0.6539,Negative
list hospital gaza strip note chatgpt useful long dont ask thing like palestinian right defend,4,T4 Random Ask and Conversations,0.1999,Neutral,-0.2729,Negative
well know high school essay terrible next time well use real chatgpt da knock version,1,T1 Information Technology,0.0258,Neutral,-0.7192,Negative
ai automation shape workforce increase efficiency improve decision make cost saving enhance customer experience via ai artificialintelligence automation chatgpt tech technology innovation,1,T1 Information Technology,0.8519,Positive,0.4502,Positive
icymi here record excellently stewarded conversation take measure approach influence chatgpt,3,T3 Experiment AI,0.6249,Positive,0.7163,Positive
42625 know dear little abbe faith fervent friend chatgpt账号 飞机号 推特账号 discord账号 土耳其id,1,T1 Information Technology,0.8465,Positive,0.61,Positive
use chatgpt,1,T1 Information Technology,0.0,Neutral,0.035,Neutral
gonna say like chess match schwartz almost always win,2,T2 Education and Foundations,0.7203,Positive,0.3825,Positive
generate image word create quizzes hint write grammar song style swift enjoy october ai tool aiineducation chatgpt edtech cooltools,3,T3 Experiment AI,0.7269,Positive,0.5777,Positive
many first wave ai appsstartups brand layer top something could ask chatgpt directly,4,T4 Random Ask and Conversations,0.2023,Neutral,0.0699,Neutral
smn put chatgpt verifier,1,T1 Information Technology,0.0,Neutral,-0.0798,Neutral
well bad world turn upside chatgpt allow increase production efficiency several magnitude cost critical thinking gross accuracy great disservice education grow child,2,T2 Education and Foundations,0.4588,Positive,-0.7089,Negative
translate plain english help chatgpt 1 uniswaps late version let trader super specific want trade 2 paper find best trading strategy new system 3 author create way liquidity,2,T2 Education and Foundations,0.9217,Positive,0.0539,Neutral
few adventure big thing constantly happen w chatgpt账号 飞机号 推特账号 tiktok账号 国际抖音 16184,1,T1 Information Technology,0.3182,Positive,0.1312,Neutral
use chatgpt spongey advantage,1,T1 Information Technology,0.25,Neutral,0.046,Neutral
great chatgpt supply melody also,1,T1 Information Technology,0.6249,Positive,0.7389,Positive
chatgpt voice ive start mock sale call real thing give real client brief shortly call client get 1 budget right 2 timeline right 3 quantified amount pain blow mind,4,T4 Random Ask and Conversations,-0.7269,Negative,-0.1105,Neutral
ive make thread chatgpt zionists propaganda read expose zionist,1,T1 Information Technology,-0.3818,Negative,-0.579,Negative
perfect prompt dalle 3 unlocked dalle 3 cheat code chatgpt dalle 3 integrated ask chatgpt best format image prompt ask create template produce image type eg photo illustration,3,T3 Experiment AI,0.7906,Positive,0.5649,Positive
havent try prompt chatgpt yet gotta give shot,1,T1 Information Technology,0.0,Neutral,-0.206,Neutral
course season practically course think take game lightly never do look flat game thisll wakeup call ignore hype good,4,T4 Random Ask and Conversations,0.1027,Neutral,0.1547,Neutral
guest dr azadeh khatidi chatgpt replaces doctor bias watch rokfin,1,T1 Information Technology,-0.1027,Neutral,-0.1016,Neutral
doll little girl drum gun son pate de foies gras chatgptplus chatgpt账号 chatgpt账号 飞机号 推特账号 ins账号 圈x 79661,1,T1 Information Technology,-0.2815,Negative,0.0599,Neutral
wednesday u space force ban webbased ai tool include chatgpt article,3,T3 Experiment AI,-0.5574,Negative,-0.5784,Negative
chatgpt get convos free pay user non api non enterprise,2,T2 Education and Foundations,0.4404,Positive,0.1283,Neutral
interest im use sge often sometimes bing chat chatgpt lot well mainly thing btw tabbouleh awesome,4,T4 Random Ask and Conversations,0.8481,Positive,0.7447,Positive
busy day spend time researchingtracking portfolio realty income apple microsoft nintendo every move count also take deep dive rtx corp abbvie inc interest chat chatgpt end day journaling mem,3,T3 Experiment AI,0.4588,Positive,0.1165,Neutral
there reason nvidia stock go sky day chatgpt ai new blockchain,3,T3 Experiment AI,0.0,Neutral,0.0729,Neutral
copy,2,T2 Education and Foundations,0.0,Neutral,0.0868,Neutral
chatgpt hook bot remembers everyones birthday write birthday card favorite literary style adore,4,T4 Random Ask and Conversations,0.765,Positive,0.5546,Positive
oh thats hilarious jim eventually maybe itll chatgpt chat chatgpt digiblogchat,2,T2 Education and Foundations,0.4019,Positive,0.7114,Positive
chatgpt premium build,2,T2 Education and Foundations,0.0,Neutral,0.1145,Neutral
one serious concern academic integrity student use chatgpt produce equivalent version copy code clearly obfuscate make much hard prove cheat there outright duplication expect rampant university,3,T3 Experiment AI,0.1531,Neutral,-0.6842,Negative
montera take raise face watch opportunity chatgpt账号 飞机号 推特账号 谷歌账号 gv语音 67486,1,T1 Information Technology,0.4215,Positive,0.1046,Neutral
youre expert something chatgpt enhance capability 100x level,2,T2 Education and Foundations,0.0,Neutral,0.61,Positive
attorney afraid adopt genai get leave behind lawtwitter legaltech ai generativeai chatgpt artificialintelligence attorney lawyer lawfirm lawoffice law,4,T4 Random Ask and Conversations,0.128,Neutral,-0.4785,Negative
certify prompt engineer prompt engineering elicit desire response principle effective prompt engineering openai api system message multilingual amp multicultural context chatgpt bard claude chatgpt playground enroll today,2,T2 Education and Foundations,0.7003,Positive,0.1371,Neutral
dunno ive pretty funny chatgpt post past fortnight yeah old institution think still relevant would funny even notice,1,T1 Information Technology,0.8807,Positive,0.5869,Positive
accord chatgpt would lead significant inflation economic disruption wealth redistribution asset price inflation devalue currency require major policy change impact society raise sustainability concern,1,T1 Information Technology,0.6124,Positive,-0.5764,Negative
baidu claim ernie ai chatbot good chatgpt month weak rollout spook investor ai artificalinteligence chatgpt baidu ernie,4,T4 Random Ask and Conversations,0.0,Neutral,-0.143,Neutral
yeah one finance chat wont hashtag dont want pop stream give question day early ill use chatgpt answer schedule tweetdeck watch chat see others use almost phrase digiblogchat,1,T1 Information Technology,-0.1118,Neutral,-0.6012,Negative
chatgpt dalle3,3,T3 Experiment AI,0.0,Neutral,0.0868,Neutral
literally problem chatgpt would love code could introduce like 5 bug spend time debug lol,1,T1 Information Technology,0.7783,Positive,0.0768,Neutral
time decide chatgpt github copilot would already know 1000 different way achieve goal far behind even know solution well,4,T4 Random Ask and Conversations,0.5267,Positive,-0.3373,Negative
thank chatgpt carrot cake,1,T1 Information Technology,0.3612,Positive,0.7158,Positive
fugees founder pras michel seek new trial conviction allege flaw outcome due use ai close argument prasmichel aitrial washingtondc,3,T3 Experiment AI,-0.3612,Negative,-0.3487,Negative
honestly dont care people use work long result keep code quality test etc need honest skill past experience ask chatgpt answer experience gpt doesnt know,4,T4 Random Ask and Conversations,0.5679,Positive,-0.5581,Negative
damn chatgpt say im clout enough,2,T2 Education and Foundations,-0.4019,Negative,-0.6381,Negative
take quite time get chatgpt actually generate image,3,T3 Experiment AI,0.0,Neutral,-0.037,Neutral
chatgpt vision football soccer tactical analyst,1,T1 Information Technology,0.25,Neutral,0.0768,Neutral
buckle buttercup pwc offer advice bot deal chatgpt firm openai,4,T4 Random Ask and Conversations,0.0,Neutral,0.0549,Neutral
tn1fk assign occupation researcher attractive painter reservation chatgpt账号 小火箭 推特账号 google账号 小火箭 29306,3,T3 Experiment AI,0.4404,Positive,0.009,Neutral
oh actually really fucking good yes understand nuance well chatgpt 4 tho,4,T4 Random Ask and Conversations,0.8322,Positive,0.7393,Positive
sad best way share link next chatgpt compress follow link use text emojis symbol etc fit tweet receive text would output tweet link,1,T1 Information Technology,0.7003,Positive,-0.3452,Negative
im experience issue relate update querying chatgpt inactive feature axolotl genome responds genome data incomplete even though complete genome announce 2019 please help,4,T4 Random Ask and Conversations,0.6124,Positive,-0.6181,Negative
claude creative well write style pleasant work large context window 75000 word cannot handle prompt many stepsinstructions chatgpt cognitively capable well cod well analytical task handle megaprompts,4,T4 Random Ask and Conversations,0.9201,Positive,0.1283,Neutral
save money begin use chatgpt,1,T1 Information Technology,0.4939,Positive,0.1606,Neutral
new chatgpt language style call always obviously ai nightmarishly dull read,2,T2 Education and Foundations,-0.4019,Negative,-0.7168,Negative
yeah start use chatgpt cant puzzle worth damn riddle alright quite bit curating anyway,3,T3 Experiment AI,0.5848,Positive,-0.7009,Negative
tokenised chatgpt thread future dude,4,T4 Random Ask and Conversations,0.0,Neutral,0.0689,Neutral
health poster hindi least finger right chatgpt dalle3,4,T4 Random Ask and Conversations,0.0,Neutral,-0.0927,Neutral
oh chatgpt integration ofc,1,T1 Information Technology,0.0,Neutral,0.3077,Positive
w06ijv anyone research half crash mrs similar slip wish chatgpt账号 小火箭 推特账号 tiktok账号 推特权重号 9696,2,T2 Education and Foundations,0.0,Neutral,-0.1479,Neutral
chatgpt4v multimodal ability see hear speak new visual ability really mean,4,T4 Random Ask and Conversations,0.5574,Positive,0.18,Neutral
chatgpt conscious james tartaglia via,2,T2 Education and Foundations,0.0,Neutral,0.041,Neutral
yall think chatgpt make decent workout plan,1,T1 Information Technology,0.0,Neutral,-0.182,Neutral
chatgpt great engineer,1,T1 Information Technology,0.6249,Positive,0.7019,Positive
pprk899h assign occupation researcher attractive painter reservation chatgpt账号 小火箭 推特账号 谷歌邮箱 小火箭 964655,3,T3 Experiment AI,0.4404,Positive,0.033,Neutral
chatgpt replaces doctor bias guest dr azadeh khatidi watch rokfin,1,T1 Information Technology,-0.1027,Neutral,-0.2251,Neutral
first ever generative art project basic moment need set constraint figure mechanic always want create something code ineptness intervene thanks chatgpt cto finally ship something,2,T2 Education and Foundations,0.6486,Positive,-0.2701,Negative
world war 2inspired graphic showcasing grand teton mountains river 𝙁𝙤𝙡𝙡𝙤𝙬 𝙛𝙤𝙧 𝙈𝙤𝙧𝙚 artificialintelligence ai nft nftart machinelearning chatgpt art tech deeplearning technology digitalart,3,T3 Experiment AI,-0.2263,Neutral,0.046,Neutral
97920 stammered midst tear didnt tell replied 国际邮箱 chatgpt账号 chatgpt账号 飞机号 推特账号 推特号 shadowrocket,1,T1 Information Technology,-0.2263,Neutral,-0.5043,Negative
chatgpt alarm consider know often come make suspicious chat duel chatgpts try switch think try something like digiblogchat,1,T1 Information Technology,-0.34,Negative,-0.2383,Neutral
chatgpt probaste,1,T1 Information Technology,0.0,Neutral,-0.0878,Neutral
knowledge development start basic though im still learn curve ive come long way know whos side chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral,0.5883,Positive
fuck im gonna ask chatgpt bring definition like 37th time since nigga wanna act like dont brain today definition say master something say,2,T2 Education and Foundations,0.128,Neutral,-0.7084,Negative
capacity integrate chatgpt daily work routine,1,T1 Information Technology,0.0,Neutral,0.036,Neutral
hahaha chatgpt rescue,1,T1 Information Technology,0.7845,Positive,0.3936,Positive
understand pun try see whether chatgpt well understand derange pun since think people get,4,T4 Random Ask and Conversations,0.2732,Positive,-0.0679,Neutral
would piss lawyer use chatgpt craft closing argument,1,T1 Information Technology,-0.6369,Negative,-0.6018,Negative
interesting chatgpt handle well suppose,4,T4 Random Ask and Conversations,0.5859,Positive,0.577,Positive
new report half respondent indicated organization interested use generativeai tool like chatgpt aienhanced software less 15 high level trust technology,3,T3 Experiment AI,0.8176,Positive,0.0907,Neutral
im sick chatgpt as comment,1,T1 Information Technology,-0.5106,Negative,-0.7094,Negative
use chatgpt qualtrics conjoint take little finagling manage get want pretty easily grant work qualtrics 3 year haha,1,T1 Information Technology,0.886,Positive,0.4478,Positive
vague get strange result try use instead midjourney imagine prompt subject 5 descriptive word get cheat sheet likelyai chatgpt realestatemarketing realestateai ai futureofrealestate aiforrealtors,1,T1 Information Technology,-0.6369,Negative,-0.4268,Negative
sometimes copy paste tweet chatgpt ask explain consistent clear way write thing disable rotten subhuman brain easily understand bit like wheelchair ik ew,4,T4 Random Ask and Conversations,0.4939,Positive,-0.6696,Negative
chatgpt write tightly plot gripping political thriller ai style john grisham,4,T4 Random Ask and Conversations,0.1027,Neutral,0.038,Neutral
apparently ai eg chatgpt cannot yet distinguish abuse narrative subject promotionproduction abuse either folk call theyself hidin behind policy hinder certain progress fyi,2,T2 Education and Foundations,0.9088,Positive,-0.6712,Negative
guess decent conversation chatgpt discuss conversation use investigation ask know soft towards get nothing hide,1,T1 Information Technology,0.1326,Neutral,-0.0778,Neutral
amaze give chatgpt right mbti type,4,T4 Random Ask and Conversations,0.5423,Positive,0.0579,Neutral
moreover also chatgpt trademark digiblogchat,3,T3 Experiment AI,0.0,Neutral,0.044,Neutral
let knowledge guide integrity compass international day action academic integrity let celebrate pursuit truth education straight mouth chatgpt,4,T4 Random Ask and Conversations,0.9022,Positive,0.3859,Positive
caffeinated curiosity ai coffee morning gpt4 chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral,0.019,Neutral
meta reportedly build new ai model compete openais chatgpt,3,T3 Experiment AI,0.0,Neutral,0.008,Neutral
chatgpt prompt chatgpt chatgpt账号 chatgpt账号注册 prompt promptshare promp,3,T3 Experiment AI,0.0,Neutral,-0.0549,Neutral
land v estate maralago estate maybe worth 15b land may worth 400m stick fail act career,1,T1 Information Technology,-0.1779,Neutral,-0.051,Neutral
well settle authority chatgpt,4,T4 Random Ask and Conversations,0.34,Positive,0.01,Neutral
chatgpts system prompt,3,T3 Experiment AI,0.0,Neutral,-0.0599,Neutral
11 produce engage videos viewer feel part learn product experience drag drop prefer widget library add quiz leaderboards addtocart feature puzzle video oh wait thats chatgpt thats u ooops,2,T2 Education and Foundations,-0.1531,Neutral,0.053,Neutral
documentation necessary write essential crucial point ask chatgpt explain concept im kid really help progress well understand complex part,4,T4 Random Ask and Conversations,0.8144,Positive,0.3443,Positive
u tighten export rule ai chip counter chinas military expansion strike balance security global tech cooperation crucial uschinatensions aichips,2,T2 Education and Foundations,0.2263,Neutral,-0.006,Neutral
fuck ask chatgpt 0005 likely find pearl oyster 001,1,T1 Information Technology,-0.5423,Negative,-0.6751,Negative
yep good taskssome even complex task get bad chatgpt claude start fail basic task,4,T4 Random Ask and Conversations,-0.4404,Negative,0.0759,Neutral
ask chatgpt describe israel two legal system point something interesting israeli palestinian live exact spot govern two different set law literal definition apartheid,3,T3 Experiment AI,0.4939,Positive,-0.3113,Negative
embrace challenge turn powerful lesson others chatgpt interpretation allow mess become message,2,T2 Education and Foundations,0.5859,Positive,-0.019,Neutral
chatgpt awesome time,2,T2 Education and Foundations,0.6249,Positive,0.7474,Positive
point cant figure youre russianmade bot chatgptlevel nuance actual person,3,T3 Experiment AI,0.0,Neutral,-0.6707,Negative
chatgpt far mention ai app today cincyai majority speaker ai startup smart folk quality insight advice qamp session educational,2,T2 Education and Foundations,0.4019,Positive,0.206,Neutral
save here compile thread aigenerated summary dalle 3 within chatgpt powerful tool use generate 8 illustration classic lion mouse story process include request 8 illustration,3,T3 Experiment AI,0.7184,Positive,0.3834,Positive
find favorite use chatgpt yet work account two freeman college management professor tip read yearlong research lead development guide principle accountant,1,T1 Information Technology,0.6908,Positive,0.3185,Positive
realistically id start look automated bird feeder anything sort work nano part quite easy probably far easy find help ask chatgpt,3,T3 Experiment AI,0.8437,Positive,0.339,Positive
bright side chatgpt essay far,2,T2 Education and Foundations,0.4404,Positive,0.4062,Positive
edtech world forum 2023 london nov 2021 book edtech elearning education onlineeducation ai edtechplatform digitaleducation highereducation educationaltechnology chatgpt edtechstartups onlinelearning edutech coursera udemy google,2,T2 Education and Foundations,0.0,Neutral,0.1557,Neutral
